lat,lon,pgv,lnpgv_uncertainty
47.7667,9.3417,2.054e-05,0.4958
47.7667,9.35,1.978e-05,0.496
47.7667,9.3583,2.046e-05,0.4961
47.7667,9.3667,1.983e-05,0.4962
47.7667,9.375,2.123e-05,0.4964
47.7667,9.3833,1.849e-05,0.4965
47.7667,9.3917,2.595e-05,0.4966
47.7667,9.4,1.946e-05,0.4967
47.7667,9.4083,1.98e-05,0.4968
47.7667,9.4167,2.325e-05,0.4969
47.7667,9.425,2.644e-05,0.497
47.7667,9.4333,1.877e-05,0.4971
47.7667,9.4417,2.386e-05,0.4972
47.7667,9.45,2.086e-05,0.4973
47.7667,9.4583,2.548e-05,0.4973
47.7667,9.4667,1.737e-05,0.4974
47.7667,9.475,1.782e-05,0.4975
47.7667,9.4833,2.334e-05,0.4975
47.7667,9.4917,1.764e-05,0.4976
47.7667,9.5,1.99e-05,0.4977
47.7667,9.5083,2.074e-05,0.4977
47.7667,9.5167,2.174e-05,0.4978
47.7667,9.525,3.395e-05,0.4978
47.7667,9.5333,5.201e-05,0.4979
47.7667,9.5417,2.656e-05,0.4979
47.7667,9.55,1.846e-05,0.498
47.7667,9.5583,1.765e-05,0.498
47.7667,9.5667,1.889e-05,0.4981
47.7667,9.575,3.769e-05,0.4981
47.7667,9.5833,3.741e-05,0.4981
47.7667,9.5917,3.713e-05,0.4982
47.7667,9.6,3.686e-05,0.4982
47.7667,9.6083,2.648e-05,0.4982
47.7667,9.6167,2.629e-05,0.4983
47.7667,9.625,2.61e-05,0.4983
47.7667,9.6333,2.591e-05,0.4983
47.7667,9.6417,2.573e-05,0.4983
47.7667,9.65,2.555e-05,0.4984
47.7667,9.6583,2.537e-05,0.4984
47.7667,9.6667,2.519e-05,0.4984
47.7667,9.675,2.502e-05,0.4984
47.7667,9.6833,2.484e-05,0.4985
47.7667,9.6917,2.467e-05,0.4985
47.7667,9.7,2.45e-05,0.4985
47.7667,9.7083,2.434e-05,0.4985
47.7667,9.7167,2.417e-05,0.4985
47.7667,9.725,2.401e-05,0.4985
47.7667,9.7333,2.385e-05,0.4986
47.7667,9.7417,2.369e-05,0.4986
47.7667,9.75,2.353e-05,0.4986
47.7667,9.7583,2.338e-05,0.4986
47.7667,9.7667,2.322e-05,0.4986
47.7667,9.775,2.307e-05,0.4986
47.7667,9.7833,2.292e-05,0.4986
47.7667,9.7917,2.277e-05,0.4986
47.7667,9.8,2.263e-05,0.4987
47.7667,9.8083,2.248e-05,0.4987
47.7667,9.8167,2.234e-05,0.4987
47.7667,9.825,2.609e-05,0.4987
47.7667,9.8333,2.593e-05,0.4987
47.7667,9.8417,2.192e-05,0.4987
47.7667,9.85,2.178e-05,0.4987
47.7667,9.8583,2.99e-05,0.4987
47.7667,9.8667,2.972e-05,0.4987
47.7667,9.875,2.137e-05,0.4987
47.7667,9.8833,2.124e-05,0.4987
47.7667,9.8917,2.111e-05,0.4987
47.7667,9.9,2.098e-05,0.4987
47.7667,9.9083,1.423e-05,0.4988
47.7667,9.9167,1.414e-05,0.4988
47.7667,9.925,2.06e-05,0.4988
47.7667,9.9333,2.048e-05,0.4988
47.7667,9.9417,2.035e-05,0.4988
47.7667,9.95,2.023e-05,0.4988
47.7667,9.9583,2.011e-05,0.4988
47.7667,9.9667,1.999e-05,0.4988
47.7667,9.975,1.987e-05,0.4988
47.7667,9.9833,1.975e-05,0.4988
47.7667,9.9917,1.964e-05,0.4988
47.7667,10,1.952e-05,0.4988
47.7667,10.0083,2.682e-05,0.4988
47.7667,10.0167,2.666e-05,0.4988
47.7667,10.025,1.918e-05,0.4988
47.7667,10.0333,1.907e-05,0.4988
47.7667,10.0417,2.318e-05,0.4988
47.7667,10.05,2.304e-05,0.4988
47.7667,10.0583,2.027e-05,0.4988
47.7667,10.0667,2.015e-05,0.4988
47.7667,10.075,2.004e-05,0.4988
47.7667,10.0833,1.992e-05,0.4988
47.7667,10.0917,2.25e-05,0.4988
47.7667,10.1,2.237e-05,0.4988
47.7667,10.1083,2.088e-05,0.4988
47.7667,10.1167,2.076e-05,0.4988
47.7667,10.125,2.2e-05,0.4988
47.7667,10.1333,2.187e-05,0.4988
47.7667,10.1417,2.175e-05,0.4988
47.7667,10.15,2.163e-05,0.4988
47.7667,10.1583,2.151e-05,0.4988
47.7667,10.1667,2.139e-05,0.4988
47.7667,10.175,2.127e-05,0.4988
47.7667,10.1833,2.115e-05,0.4988
47.7667,10.1917,2.104e-05,0.4988
47.7667,10.2,2.092e-05,0.4988
47.7667,10.2083,1.694e-05,0.4988
47.7667,10.2167,1.684e-05,0.4988
47.7667,10.225,1.675e-05,0.4988
47.7667,10.2333,1.666e-05,0.4988
47.7667,10.2417,1.657e-05,0.4988
47.7667,10.25,1.648e-05,0.4988
47.7667,10.2583,1.639e-05,0.4988
47.7667,10.2667,1.63e-05,0.4988
47.7667,10.275,1.621e-05,0.4988
47.7667,10.2833,1.613e-05,0.4988
47.7667,10.2917,1.636e-05,0.4988
47.7667,10.3,1.627e-05,0.4988
47.7667,10.3083,1.618e-05,0.4988
47.7667,10.3167,1.61e-05,0.4988
47.7667,10.325,1.57e-05,0.4988
47.7667,10.3333,1.561e-05,0.4988
47.7667,10.3417,1.553e-05,0.4988
47.7667,10.35,1.545e-05,0.4988
47.7667,10.3583,1.537e-05,0.4988
47.7667,10.3667,1.529e-05,0.4988
47.7667,10.375,1.521e-05,0.4988
47.7667,10.3833,1.513e-05,0.4988
47.7667,10.3917,1.668e-05,0.4988
47.7667,10.4,1.659e-05,0.4988
47.7667,10.4083,1.489e-05,0.4988
47.7667,10.4167,1.481e-05,0.4988
47.7667,10.425,1.473e-05,0.4988
47.7667,10.4333,1.466e-05,0.4988
47.7667,10.4417,1.458e-05,0.4988
47.7667,10.45,1.45e-05,0.4988
47.7667,10.4583,1.457e-05,0.4988
47.7667,10.4667,1.449e-05,0.4988
47.7667,10.475,1.428e-05,0.4988
47.7667,10.4833,1.421e-05,0.4988
47.7667,10.4917,1.413e-05,0.4988
47.7667,10.5,1.406e-05,0.4988
47.7667,10.5083,1.426e-05,0.4988
47.7667,10.5167,1.419e-05,0.4988
47.7667,10.525,1.384e-05,0.4988
47.7667,10.5333,1.377e-05,0.4988
47.7667,10.5417,1.37e-05,0.4988
47.7667,10.55,1.363e-05,0.4988
47.7667,10.5583,1.467e-05,0.4988
47.7667,10.5667,1.459e-05,0.4988
47.7667,10.575,1.452e-05,0.4988
47.7667,10.5833,1.445e-05,0.4988
47.7667,10.5917,1.355e-05,0.4988
47.7667,10.6,1.348e-05,0.4988
47.7583,5.9,2.148e-05,0.4988
47.7583,5.9083,2.162e-05,0.4988
47.7583,5.9167,2.176e-05,0.4988
47.7583,5.925,2.19e-05,0.4988
47.7583,5.9333,2.205e-05,0.4988
47.7583,5.9417,2.219e-05,0.4988
47.7583,5.95,2.234e-05,0.4988
47.7583,5.9583,2.248e-05,0.4988
47.7583,5.9667,2.263e-05,0.4988
47.7583,5.975,2.278e-05,0.4988
47.7583,5.9833,2.293e-05,0.4988
47.7583,5.9917,2.308e-05,0.4988
47.7583,6,2.324e-05,0.4988
47.7583,6.0083,2.339e-05,0.4988
47.7583,6.0167,2.965e-05,0.4988
47.7583,6.025,2.985e-05,0.4988
47.7583,6.0333,3.783e-05,0.4988
47.7583,6.0417,3.808e-05,0.4988
47.7583,6.05,3.834e-05,0.4988
47.7583,6.0583,3.86e-05,0.4988
47.7583,6.0667,3.887e-05,0.4988
47.7583,6.075,3.914e-05,0.4988
47.7583,6.0833,3.13e-05,0.4988
47.7583,6.0917,3.152e-05,0.4988
47.7583,6.1,3.767e-05,0.4988
47.7583,6.1083,3.793e-05,0.4988
47.7583,6.1167,3.82e-05,0.4988
47.7583,6.125,3.846e-05,0.4988
47.7583,6.1333,3.873e-05,0.4988
47.7583,6.1417,3.901e-05,0.4988
47.7583,6.15,5.428e-05,0.4988
47.7583,6.1583,5.467e-05,0.4988
47.7583,6.1667,5.506e-05,0.4988
47.7583,6.175,5.545e-05,0.4988
47.7583,6.1833,5.585e-05,0.4988
47.7583,6.1917,5.625e-05,0.4988
47.7583,6.2,5.666e-05,0.4988
47.7583,6.2083,5.707e-05,0.4988
47.7583,6.2167,5.749e-05,0.4988
47.7583,6.225,5.791e-05,0.4988
47.7583,6.2333,5.891e-05,0.4988
47.7583,6.2417,5.934e-05,0.4988
47.7583,6.25,5.978e-05,0.4988
47.7583,6.2583,6.023e-05,0.4988
47.7583,6.2667,6.068e-05,0.4988
47.7583,6.275,6.113e-05,0.4988
47.7583,6.2833,6.159e-05,0.4988
47.7583,6.2917,6.206e-05,0.4988
47.7583,6.3,6.253e-05,0.4988
47.7583,6.3083,6.301e-05,0.4988
47.7583,6.3167,6.288e-05,0.4988
47.7583,6.325,6.336e-05,0.4988
47.7583,6.3333,6.385e-05,0.4988
47.7583,6.3417,6.435e-05,0.4988
47.7583,6.35,6.485e-05,0.4988
47.7583,6.3583,6.536e-05,0.4988
47.7583,6.3667,4.768e-05,0.4988
47.7583,6.375,4.806e-05,0.4988
47.7583,6.3833,4.844e-05,0.4987
47.7583,6.3917,4.883e-05,0.4987
47.7583,6.4,5.22e-05,0.4987
47.7583,6.4083,5.262e-05,0.4987
47.7583,6.4167,5.305e-05,0.4987
47.7583,6.425,5.349e-05,0.4987
47.7583,6.4333,5.393e-05,0.4987
47.7583,6.4417,5.437e-05,0.4987
47.7583,6.45,5.483e-05,0.4987
47.7583,6.4583,5.529e-05,0.4987
47.7583,6.4667,3.518e-05,0.4987
47.7583,6.475,3.547e-05,0.4987
47.7583,6.4833,3.578e-05,0.4987
47.7583,6.4917,3.608e-05,0.4987
47.7583,6.5,3.639e-05,0.4987
47.7583,6.5083,3.671e-05,0.4986
47.7583,6.5167,3.703e-05,0.4986
47.7583,6.525,3.735e-05,0.4986
47.7583,6.5333,3.768e-05,0.4986
47.7583,6.5417,3.802e-05,0.4986
47.7583,6.55,3.836e-05,0.4986
47.7583,6.5583,3.87e-05,0.4986
47.7583,6.5667,3.905e-05,0.4986
47.7583,6.575,3.941e-05,0.4985
47.7583,6.5833,3.977e-05,0.4985
47.7583,6.5917,4.014e-05,0.4985
47.7583,6.6,4.051e-05,0.4985
47.7583,6.6083,4.089e-05,0.4985
47.7583,6.6167,4.128e-05,0.4985
47.7583,6.625,4.167e-05,0.4985
47.7583,6.6333,4.207e-05,0.4984
47.7583,6.6417,4.248e-05,0.4984
47.7583,6.65,4.289e-05,0.4984
47.7583,6.6583,4.331e-05,0.4984
47.7583,6.6667,4.374e-05,0.4984
47.7583,6.675,4.418e-05,0.4983
47.7583,6.6833,4.462e-05,0.4983
47.7583,6.6917,4.508e-05,0.4983
47.7583,6.7,4.554e-05,0.4983
47.7583,6.7083,4.601e-05,0.4982
47.7583,6.7167,4.649e-05,0.4982
47.7583,6.725,4.697e-05,0.4982
47.7583,6.7333,4.747e-05,0.4982
47.7583,6.7417,4.798e-05,0.4981
47.7583,6.75,4.85e-05,0.4981
47.7583,6.7583,4.903e-05,0.4981
47.7583,6.7667,4.957e-05,0.498
47.7583,6.775,5.012e-05,0.498
47.7583,6.7833,5.068e-05,0.498
47.7583,6.7917,5.126e-05,0.4979
47.7583,6.8,5.184e-05,0.4979
47.7583,6.8083,5.244e-05,0.4978
47.7583,6.8167,5.306e-05,0.4978
47.7583,6.825,5.368e-05,0.4978
47.7583,6.8333,5.432e-05,0.4977
47.7583,6.8417,5.498e-05,0.4977
47.7583,6.85,5.565e-05,0.4976
47.7583,6.8583,5.634e-05,0.4976
47.7583,6.8667,5.704e-05,0.4975
47.7583,6.875,5.776e-05,0.4975
47.7583,6.8833,5.85e-05,0.4974
47.7583,6.8917,5.926e-05,0.4974
47.7583,6.9,6.003e-05,0.4973
47.7583,6.9083,6.083e-05,0.4972
47.7583,6.9167,6.164e-05,0.4972
47.7583,6.925,6.248e-05,0.4971
47.7583,6.9333,6.334e-05,0.497
47.7583,6.9417,6.422e-05,0.497
47.7583,6.95,6.512e-05,0.4969
47.7583,6.9583,6.605e-05,0.4968
47.7583,6.9667,6.701e-05,0.4968
47.7583,6.975,6.799e-05,0.4967
47.7583,6.9833,6.9e-05,0.4966
47.7583,6.9917,7.004e-05,0.4965
47.7583,7,7.11e-05,0.4964
47.7583,7.0083,7.22e-05,0.4963
47.7583,7.0167,7.333e-05,0.4963
47.7583,7.025,7.45e-05,0.4962
47.7583,7.0333,7.57e-05,0.4961
47.7583,7.0417,7.693e-05,0.496
47.7583,7.05,7.82e-05,0.4959
47.7583,7.0583,7.952e-05,0.4957
47.7583,7.0667,8.086e-05,0.4956
47.7583,7.075,8.224e-05,0.4955
47.7583,7.0833,8.367e-05,0.4954
47.7583,7.0917,8.515e-05,0.4953
47.7583,7.1,0.0001755,0.4952
47.7583,7.1083,0.0001787,0.495
47.7583,7.1167,0.000182,0.4949
47.7583,7.125,0.0001853,0.4948
47.7583,7.1333,0.0001888,0.4946
47.7583,7.1417,0.0001925,0.4945
47.7583,7.15,0.0001962,0.4943
47.7583,7.1583,0.0002001,0.4942
47.7583,7.1667,0.0001597,0.494
47.7583,7.175,0.000163,0.4938
47.7583,7.1833,0.0001663,0.4937
47.7583,7.1917,0.0001698,0.4935
47.7583,7.2,0.0001733,0.4933
47.7583,7.2083,0.000177,0.4931
47.7583,7.2167,0.0001808,0.4929
47.7583,7.225,0.0001848,0.4927
47.7583,7.2333,0.0001889,0.4925
47.7583,7.2417,0.0001931,0.4923
47.7583,7.25,0.0001975,0.4921
47.7583,7.2583,0.000202,0.4919
47.7583,7.2667,0.0002067,0.4916
47.7583,7.275,0.0002115,0.4914
47.7583,7.2833,0.0002164,0.4911
47.7583,7.2917,0.0002216,0.4909
47.7583,7.3,0.0002898,0.4906
47.7583,7.3083,0.0002968,0.4904
47.7583,7.3167,0.000304,0.4901
47.7583,7.325,0.0003114,0.4898
47.7583,7.3333,0.0001576,0.4895
47.7583,7.3417,0.0001614,0.4892
47.7583,7.35,0.0002353,0.4889
47.7583,7.3583,0.0002411,0.4886
47.7583,7.3667,0.0003515,0.4883
47.7583,7.375,0.0003601,0.488
47.7583,7.3833,0.0003689,0.4877
47.7583,7.3917,0.0003779,0.4874
47.7583,7.4,0.0003029,0.4871
47.7583,7.4083,0.0003101,0.4867
47.7583,7.4167,0.0003174,0.4864
47.7583,7.425,0.0003247,0.4861
47.7583,7.4333,0.0003319,0.4858
47.7583,7.4417,0.0003391,0.4854
47.7583,7.45,0.0003463,0.4851
47.7583,7.4583,0.0003534,0.4848
47.7583,7.4667,0.0003605,0.4845
47.7583,7.475,0.0003674,0.4842
47.7583,7.4833,0.0003741,0.4839
47.7583,7.4917,0.0003807,0.4837
47.7583,7.5,0.0006831,0.4834
47.7583,7.5083,0.0006936,0.4831
47.7583,7.5167,0.0007035,0.4829
47.7583,7.525,0.0007128,0.4827
47.7583,7.5333,0.0007212,0.4825
47.7583,7.5417,0.0007288,0.4823
47.7583,7.55,0.0007356,0.4821
47.7583,7.5583,0.0007413,0.482
47.7583,7.5667,0.0004226,0.4818
47.7583,7.575,0.0004246,0.4817
47.7583,7.5833,0.0005443,0.4816
47.7583,7.5917,0.0005453,0.4816
47.7583,7.6,0.0005454,0.4815
47.7583,7.6083,0.0005447,0.4815
47.7583,7.6167,0.0004252,0.4815
47.7583,7.625,0.0004234,0.4815
47.7583,7.6333,0.0004209,0.4816
47.7583,7.6417,0.0004179,0.4816
47.7583,7.65,0.0002614,0.4817
47.7583,7.6583,0.0002588,0.4818
47.7583,7.6667,0.0005284,0.4819
47.7583,7.675,0.0005218,0.4821
47.7583,7.6833,0.0002493,0.4822
47.7583,7.6917,0.0002456,0.4824
47.7583,7.7,0.0002418,0.4825
47.7583,7.7083,0.0002378,0.4827
47.7583,7.7167,0.0002336,0.4829
47.7583,7.725,0.0002294,0.4831
47.7583,7.7333,0.000225,0.4833
47.7583,7.7417,0.0002206,0.4835
47.7583,7.75,0.0002162,0.4837
47.7583,7.7583,0.0002117,0.4839
47.7583,7.7667,0.0002072,0.4841
47.7583,7.775,0.0002028,0.4843
47.7583,7.7833,0.0001983,0.4845
47.7583,7.7917,0.0001938,0.4847
47.7583,7.8,0.0001894,0.4849
47.7583,7.8083,0.000185,0.4851
47.7583,7.8167,0.0001807,0.4853
47.7583,7.825,0.0001765,0.4855
47.7583,7.8333,0.0001724,0.4857
47.7583,7.8417,0.0001684,0.4858
47.7583,7.85,0.0001645,0.486
47.7583,7.8583,0.0001606,0.4861
47.7583,7.8667,0.0001569,0.4863
47.7583,7.875,0.0001533,0.4864
47.7583,7.8833,0.0001497,0.4865
47.7583,7.8917,0.0001463,0.4866
47.7583,7.9,0.000143,0.4867
47.7583,7.9083,0.0001398,0.4868
47.7583,7.9167,0.0001367,0.4869
47.7583,7.925,0.0001337,0.4869
47.7583,7.9333,0.0001308,0.487
47.7583,7.9417,0.0001279,0.487
47.7583,7.95,0.0001252,0.487
47.7583,7.9583,0.0001226,0.4871
47.7583,7.9667,0.0001201,0.4871
47.7583,7.975,0.0001176,0.487
47.7583,7.9833,0.0001152,0.487
47.7583,7.9917,0.000113,0.487
47.7583,8,0.0001108,0.487
47.7583,8.0083,0.0001086,0.4869
47.7583,8.0167,0.0001066,0.4868
47.7583,8.025,0.0001046,0.4868
47.7583,8.0333,0.0001027,0.4867
47.7583,8.0417,0.0001009,0.4866
47.7583,8.05,9.912e-05,0.4865
47.7583,8.0583,9.743e-05,0.4863
47.7583,8.0667,9.58e-05,0.4862
47.7583,8.075,9.423e-05,0.4861
47.7583,8.0833,9.272e-05,0.4859
47.7583,8.0917,9.127e-05,0.4857
47.7583,8.1,8.988e-05,0.4855
47.7583,8.1083,8.854e-05,0.4853
47.7583,8.1167,8.725e-05,0.4851
47.7583,8.125,8.602e-05,0.4849
47.7583,8.1333,8.483e-05,0.4846
47.7583,8.1417,8.369e-05,0.4844
47.7583,8.15,8.259e-05,0.4841
47.7583,8.1583,8.154e-05,0.4837
47.7583,8.1667,8.052e-05,0.4834
47.7583,8.175,5.199e-05,0.483
47.7583,8.1833,4.394e-05,0.4826
47.7583,8.1917,4.299e-05,0.4822
47.7583,8.2,4.245e-05,0.4817
47.7583,8.2083,4.796e-05,0.4811
47.7583,8.2167,6.63e-05,0.4806
47.7583,8.225,5.988e-05,0.4799
47.7583,8.2333,4.464e-05,0.4793
47.7583,8.2417,5.058e-05,0.4785
47.7583,8.25,5.164e-05,0.4777
47.7583,8.2583,6.443e-05,0.4768
47.7583,8.2667,5.966e-05,0.4758
47.7583,8.275,3.908e-05,0.4747
47.7583,8.2833,3.843e-05,0.4736
47.7583,8.2917,4.821e-05,0.4723
47.7583,8.3,5.266e-05,0.4708
47.7583,8.3083,6.093e-05,0.4693
47.7583,8.3167,5.898e-05,0.4676
47.7583,8.325,5.43e-05,0.4657
47.7583,8.3333,4.724e-05,0.4636
47.7583,8.3417,4.139e-05,0.4613
47.7583,8.35,4.377e-05,0.4587
47.7583,8.3583,5.693e-05,0.4559
47.7583,8.3667,5.542e-05,0.4527
47.7583,8.375,5.894e-05,0.4492
47.7583,8.3833,5.798e-05,0.4453
47.7583,8.3917,5.916e-05,0.4409
47.7583,8.4,5.812e-05,0.436
47.7583,8.4083,5.815e-05,0.4304
47.7583,8.4167,5.015e-05,0.4242
47.7583,8.425,3.759e-05,0.4171
47.7583,8.4333,5.143e-05,0.409
47.7583,8.4417,5.874e-05,0.3998
47.7583,8.45,5.898e-05,0.3893
47.7583,8.4583,3.872e-05,0.3772
47.7583,8.4667,7.732e-05,0.3634
47.7583,8.475,4.935e-05,0.3479
47.7583,8.4833,5.185e-05,0.3319
47.7583,8.4917,5.098e-05,0.322
47.7583,8.5,7.9e-05,0.3289
47.7583,8.5083,4.649e-05,0.344
47.7583,8.5167,4.815e-05,0.3591
47.7583,8.525,5.082e-05,0.3724
47.7583,8.5333,4.784e-05,0.3839
47.7583,8.5417,4.514e-05,0.3938
47.7583,8.55,4.968e-05,0.4023
47.7583,8.5583,3.278e-05,0.4095
47.7583,8.5667,5.656e-05,0.4158
47.7583,8.575,3.994e-05,0.4211
47.7583,8.5833,3.191e-05,0.4257
47.7583,8.5917,4.978e-05,0.4297
47.7583,8.6,3.783e-05,0.4331
47.7583,8.6083,4.856e-05,0.436
47.7583,8.6167,4.051e-05,0.4385
47.7583,8.625,3.244e-05,0.4406
47.7583,8.6333,5.139e-05,0.4425
47.7583,8.6417,4.957e-05,0.4441
47.7583,8.65,7.034e-05,0.4454
47.7583,8.6583,5.081e-05,0.4466
47.7583,8.6667,5.683e-05,0.4477
47.7583,8.675,5.094e-05,0.4486
47.7583,8.6833,3.773e-05,0.4494
47.7583,8.6917,4.003e-05,0.4501
47.7583,8.7,4.925e-05,0.4507
47.7583,8.7083,5.086e-05,0.4513
47.7583,8.7167,4.983e-05,0.4517
47.7583,8.725,4.827e-05,0.4521
47.7583,8.7333,4.722e-05,0.4525
47.7583,8.7417,5.879e-05,0.4527
47.7583,8.75,6.067e-05,0.4529
47.7583,8.7583,0.0001129,0.453
47.7583,8.7667,9.763e-05,0.4531
47.7583,8.775,9.457e-05,0.4531
47.7583,8.7833,6.667e-05,0.4531
47.7583,8.7917,6.138e-05,0.453
47.7583,8.8,2.639e-05,0.4529
47.7583,8.8083,0.0001058,0.4528
47.7583,8.8167,3.974e-05,0.4527
47.7583,8.825,5.675e-05,0.4526
47.7583,8.8333,9.065e-05,0.4526
47.7583,8.8417,7.048e-05,0.4527
47.7583,8.85,7.125e-05,0.4529
47.7583,8.8583,7.228e-05,0.4532
47.7583,8.8667,7.199e-05,0.4536
47.7583,8.875,6.925e-05,0.4542
47.7583,8.8833,6.923e-05,0.4549
47.7583,8.8917,6.746e-05,0.4557
47.7583,8.9,5.487e-05,0.4567
47.7583,8.9083,5.703e-05,0.4578
47.7583,8.9167,5.796e-05,0.4591
47.7583,8.925,6.695e-05,0.4604
47.7583,8.9333,6.613e-05,0.4617
47.7583,8.9417,5.342e-05,0.4631
47.7583,8.95,4.804e-05,0.4646
47.7583,8.9583,6.234e-05,0.466
47.7583,8.9667,7.141e-05,0.4675
47.7583,8.975,3.561e-05,0.4689
47.7583,8.9833,3.336e-05,0.4703
47.7583,8.9917,4.592e-05,0.4717
47.7583,9,3.865e-05,0.473
47.7583,9.0083,6.442e-05,0.4743
47.7583,9.0167,3.387e-05,0.4755
47.7583,9.025,2.85e-05,0.4767
47.7583,9.0333,3.294e-05,0.4778
47.7583,9.0417,2.77e-05,0.4789
47.7583,9.05,2.814e-05,0.4799
47.7583,9.0583,2.927e-05,0.4809
47.7583,9.0667,3.382e-05,0.4818
47.7583,9.075,2.998e-05,0.4827
47.7583,9.0833,3.155e-05,0.4835
47.7583,9.0917,3.945e-05,0.4843
47.7583,9.1,2.907e-05,0.4851
47.7583,9.1083,3.521e-05,0.4858
47.7583,9.1167,3.15e-05,0.4865
47.7583,9.125,3.111e-05,0.4871
47.7583,9.1333,3.073e-05,0.4877
47.7583,9.1417,3.036e-05,0.4883
47.7583,9.15,3e-05,0.4888
47.7583,9.1583,5.131e-05,0.4893
47.7583,9.1667,5.071e-05,0.4898
47.7583,9.175,5.013e-05,0.4903
47.7583,9.1833,3.243e-05,0.4907
47.7583,9.1917,2.487e-05,0.4911
47.7583,9.2,2.742e-05,0.4915
47.7583,9.2083,2.387e-05,0.4919
47.7583,9.2167,2.386e-05,0.4922
47.7583,9.225,2.714e-05,0.4925
47.7583,9.2333,2.636e-05,0.4928
47.7583,9.2417,2.38e-05,0.4931
47.7583,9.25,2.121e-05,0.4934
47.7583,9.2583,2.366e-05,0.4937
47.7583,9.2667,2.301e-05,0.4939
47.7583,9.275,2.173e-05,0.4942
47.7583,9.2833,2.653e-05,0.4944
47.7583,9.2917,4.39e-05,0.4946
47.7583,9.3,4.643e-05,0.4948
47.7583,9.3083,4.662e-05,0.495
47.7583,9.3167,2.36e-05,0.4952
47.7583,9.325,2.17e-05,0.4954
47.7583,9.3333,1.977e-05,0.4956
47.7583,9.3417,1.928e-05,0.4957
47.7583,9.35,2.145e-05,0.4959
47.7583,9.3583,2.153e-05,0.496
47.7583,9.3667,2.834e-05,0.4962
47.7583,9.375,1.939e-05,0.4963
47.7583,9.3833,2.164e-05,0.4964
47.7583,9.3917,2.012e-05,0.4965
47.7583,9.4,1.763e-05,0.4967
47.7583,9.4083,1.83e-05,0.4968
47.7583,9.4167,1.822e-05,0.4969
47.7583,9.425,1.814e-05,0.497
47.7583,9.4333,1.84e-05,0.4971
47.7583,9.4417,1.763e-05,0.4971
47.7583,9.45,1.856e-05,0.4972
47.7583,9.4583,1.815e-05,0.4973
47.7583,9.4667,1.894e-05,0.4974
47.7583,9.475,1.928e-05,0.4974
47.7583,9.4833,1.847e-05,0.4975
47.7583,9.4917,2.541e-05,0.4976
47.7583,9.5,2.091e-05,0.4976
47.7583,9.5083,2.277e-05,0.4977
47.7583,9.5167,2.003e-05,0.4978
47.7583,9.525,3.292e-05,0.4978
47.7583,9.5333,2.738e-05,0.4979
47.7583,9.5417,2.097e-05,0.4979
47.7583,9.55,1.805e-05,0.498
47.7583,9.5583,1.879e-05,0.498
47.7583,9.5667,2.517e-05,0.498
47.7583,9.575,3.776e-05,0.4981
47.7583,9.5833,3.747e-05,0.4981
47.7583,9.5917,3.72e-05,0.4982
47.7583,9.6,3.692e-05,0.4982
47.7583,9.6083,2.653e-05,0.4982
47.7583,9.6167,2.633e-05,0.4983
47.7583,9.625,2.614e-05,0.4983
47.7583,9.6333,2.596e-05,0.4983
47.7583,9.6417,2.577e-05,0.4983
47.7583,9.65,2.559e-05,0.4984
47.7583,9.6583,2.541e-05,0.4984
47.7583,9.6667,2.523e-05,0.4984
47.7583,9.675,2.505e-05,0.4984
47.7583,9.6833,2.488e-05,0.4985
47.7583,9.6917,2.471e-05,0.4985
47.7583,9.7,2.454e-05,0.4985
47.7583,9.7083,2.437e-05,0.4985
47.7583,9.7167,2.421e-05,0.4985
47.7583,9.725,2.404e-05,0.4985
47.7583,9.7333,2.388e-05,0.4986
47.7583,9.7417,2.372e-05,0.4986
47.7583,9.75,2.356e-05,0.4986
47.7583,9.7583,2.341e-05,0.4986
47.7583,9.7667,2.325e-05,0.4986
47.7583,9.775,2.31e-05,0.4986
47.7583,9.7833,2.295e-05,0.4986
47.7583,9.7917,2.28e-05,0.4986
47.7583,9.8,2.265e-05,0.4987
47.7583,9.8083,2.251e-05,0.4987
47.7583,9.8167,2.236e-05,0.4987
47.7583,9.825,2.612e-05,0.4987
47.7583,9.8333,2.596e-05,0.4987
47.7583,9.8417,2.194e-05,0.4987
47.7583,9.85,2.18e-05,0.4987
47.7583,9.8583,2.994e-05,0.4987
47.7583,9.8667,2.975e-05,0.4987
47.7583,9.875,2.14e-05,0.4987
47.7583,9.8833,2.127e-05,0.4987
47.7583,9.8917,2.113e-05,0.4987
47.7583,9.9,2.1e-05,0.4987
47.7583,9.9083,1.425e-05,0.4988
47.7583,9.9167,1.416e-05,0.4988
47.7583,9.925,2.062e-05,0.4988
47.7583,9.9333,2.05e-05,0.4988
47.7583,9.9417,2.037e-05,0.4988
47.7583,9.95,2.025e-05,0.4988
47.7583,9.9583,2.013e-05,0.4988
47.7583,9.9667,2.001e-05,0.4988
47.7583,9.975,1.989e-05,0.4988
47.7583,9.9833,1.977e-05,0.4988
47.7583,9.9917,1.966e-05,0.4988
47.7583,10,1.954e-05,0.4988
47.7583,10.0083,2.684e-05,0.4988
47.7583,10.0167,2.668e-05,0.4988
47.7583,10.025,1.92e-05,0.4988
47.7583,10.0333,1.909e-05,0.4988
47.7583,10.0417,2.32e-05,0.4988
47.7583,10.05,2.306e-05,0.4988
47.7583,10.0583,2.029e-05,0.4988
47.7583,10.0667,2.017e-05,0.4988
